run_tag,case,case_number,weather_year,season,allocation,slurm_job_name,relative_path,demand_md5,size_mb
genx__stoch__prox__w1g30top-d2__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d2__monthhour/p20,d2a2b693b923e9c3559edb9c981c84ea,9.4
genx__stoch__prox__w1g30top-d2__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d2__monthhour/p26,3a57e74f6d3a01acbd75d80f6f937c88,9.6
genx__stoch__prox__w1g30top-d2__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-d2__monthhour/p27,3a57e74f6d3a01acbd75d80f6f937c88,9.6
genx__stoch__prox__w1g30top-mean__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-mean__monthhour/p5,58fb5a05ffd06c704dd934bb2fe8f8cb,9.5
genx__stoch__prox__w1g30top-mean__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-mean__monthhour/p6,58fb5a05ffd06c704dd934bb2fe8f8cb,9.5
genx__stoch__prox__w1g30top-mean__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-mean__monthhour/p12,be1af255a2a176ba9c0a862a922e2ab1,9.4
genx__stoch__prox__w1g30top-mean__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-mean__monthhour/p13,be1af255a2a176ba9c0a862a922e2ab1,9.4
genx__stoch__prox__w1g30top-mean__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-mean__monthhour/p19,11b216a82f2877f104778e7a832048b3,9.4
genx__stoch__prox__w1g30top-mean__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-mean__monthhour/p20,11b216a82f2877f104778e7a832048b3,9.4
genx__stoch__prox__w1g30top-mean__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-mean__monthhour/p26,b317b85da78ff6cd2fb1033febf7c698,9.6
genx__stoch__prox__w1g30top-mean__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 1 (broad) -- counties whose substation coverage is at least 30% have ALL their buses swept into the pool; elsewhere only substation buses are swept. Top-off ON: the swept uncovered buses stay alive on an equal split of beta=|U|/n of the pool. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w1g30top-mean__monthhour/p27,b317b85da78ff6cd2fb1033febf7c698,9.6
genx__stoch__prox__w2-d0__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d0__monthhour/p5,08cc14a5a91910b1a892e8309074777e,9.5
genx__stoch__prox__w2-d0__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d0__monthhour/p6,08cc14a5a91910b1a892e8309074777e,9.5
genx__stoch__prox__w2-d0__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d0__monthhour/p12,54daf420c04b0aba890b7a8ef5ae1dcc,9.5
genx__stoch__prox__w2-d0__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d0__monthhour/p13,54daf420c04b0aba890b7a8ef5ae1dcc,9.5
genx__stoch__prox__w2-d0__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d0__monthhour/p19,60aa37a204ffca8a439dd99e177c7a08,9.5
genx__stoch__prox__w2-d0__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d0__monthhour/p20,60aa37a204ffca8a439dd99e177c7a08,9.5
genx__stoch__prox__w2-d0__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d0__monthhour/p26,c1d5443792c1f7cbd2d75c92eff7f120,9.5
genx__stoch__prox__w2-d0__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 0. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d0__monthhour/p27,c1d5443792c1f7cbd2d75c92eff7f120,9.5
genx__stoch__prox__w2-d1__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d1__monthhour/p5,6a399495d6e123da5a8e60c207db0b82,9.5
genx__stoch__prox__w2-d1__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d1__monthhour/p6,6a399495d6e123da5a8e60c207db0b82,9.5
genx__stoch__prox__w2-d1__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d1__monthhour/p12,42c5f794a3f412856ffab365036571c6,9.5
genx__stoch__prox__w2-d1__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d1__monthhour/p13,42c5f794a3f412856ffab365036571c6,9.5
genx__stoch__prox__w2-d1__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d1__monthhour/p19,ef0fd2b1d054e173ddf78ad7f0b2cfcf,9.5
genx__stoch__prox__w2-d1__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d1__monthhour/p20,ef0fd2b1d054e173ddf78ad7f0b2cfcf,9.5
genx__stoch__prox__w2-d1__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d1__monthhour/p26,74d9654256211ec0ff4d43531dbedb3a,9.5
genx__stoch__prox__w2-d1__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 1. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d1__monthhour/p27,74d9654256211ec0ff4d43531dbedb3a,9.5
genx__stoch__prox__w2-d2__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d2__monthhour/p5,ae671297607a354589a48e5af3b4f8b7,9.5
genx__stoch__prox__w2-d2__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d2__monthhour/p6,ae671297607a354589a48e5af3b4f8b7,9.5
genx__stoch__prox__w2-d2__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d2__monthhour/p12,022353a3d85fb472ef50b6ba885a23d0,9.5
genx__stoch__prox__w2-d2__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d2__monthhour/p13,022353a3d85fb472ef50b6ba885a23d0,9.5
genx__stoch__prox__w2-d2__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d2__monthhour/p19,e87d2469ecd2a08cbb12c4486327c15f,9.5
genx__stoch__prox__w2-d2__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d2__monthhour/p20,e87d2469ecd2a08cbb12c4486327c15f,9.5
genx__stoch__prox__w2-d2__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d2__monthhour/p26,c5ea85123da793a88266dd5c2dbe12dc,9.5
genx__stoch__prox__w2-d2__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, single Monte Carlo draw 2. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-d2__monthhour/p27,c5ea85123da793a88266dd5c2dbe12dc,9.5
genx__stoch__prox__w2-mean__monthhour,p5,5,2011,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-mean__monthhour/p5,5e0ae8132f77fecda9c061f769cf0093,9.5
genx__stoch__prox__w2-mean__monthhour,p6,6,2012,Summer,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-mean__monthhour/p6,5e0ae8132f77fecda9c061f769cf0093,9.5
genx__stoch__prox__w2-mean__monthhour,p12,12,2011,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-mean__monthhour/p12,096b21cc439d105c0ffc8eb82151e069,9.5
genx__stoch__prox__w2-mean__monthhour,p13,13,2012,Winter,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-mean__monthhour/p13,096b21cc439d105c0ffc8eb82151e069,9.5
genx__stoch__prox__w2-mean__monthhour,p19,19,2011,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-mean__monthhour/p19,ddb194fe94b1bfd2d75b2d7aeea692bc,9.5
genx__stoch__prox__w2-mean__monthhour,p20,20,2012,Spring,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-mean__monthhour/p20,ddb194fe94b1bfd2d75b2d7aeea692bc,9.5
genx__stoch__prox__w2-mean__monthhour,p26,26,2011,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-mean__monthhour/p26,60ab39fd45c6bdbf6a6efc06cfd17946,9.5
genx__stoch__prox__w2-mean__monthhour,p27,27,2012,Fall,"STOCHASTIC (Approach 2) pool-and-redistribute; Way 2 (narrow) -- only the load already on substation buses is pooled, statewide, and re-dealt among those same buses. Every other bus keeps its control value, so fewer buses change. Pool is dealt to substation buses in proportion to their PER-CELL stochastic load, mean over the 5 Monte Carlo draws. County totals EMERGE rather than being imposed. Weights resolved per (month, hour) cell, so a bus's share follows its own diurnal/seasonal shape through the week.",cem_1wk_dispatch,genx__stoch__prox__w2-mean__monthhour/p27,60ab39fd45c6bdbf6a6efc06cfd17946,9.5
